Student_ID,Attendance,Study_Hours,CGPA,Internal_Marks,Assignment_Score,Communication_Skills,Project_Score,Placement_Status
STU08372,73.79,7.39,3.64,87.31,82.25,Low,100.0,Placed
STU08373,72.07,6.72,3.42,78.69,76.24,Medium,94.28,Placed
STU08374,86.97,9.52,4.0,80.98,87.8,Medium,96.79,Placed
STU08375,79.97,2.86,2.81,76.69,69.05,Medium,78.61,Placed
STU08376,71.69,9.9,3.72,80.06,84.27,Medium,100.0,Placed
STU08377,62.34,8.48,3.57,76.98,63.92,Medium,100.0,Placed
STU08378,64.75,6.3,3.08,83.54,57.55,Low,91.55,Placed
STU08379,79.75,6.96,3.49,86.21,82.52,Low,91.98,Placed
STU08380,73.21,6.84,3.58,84.9,71.36,High,90.25,Placed
STU08381,77.14,1.53,2.82,67.64,70.36,Medium,76.83,Placed
STU08382,62.34,2.96,2.67,81.04,64.08,Medium,81.68,Placed
STU08383,83.5,9.65,3.91,92.02,93.6,High,100.0,Placed
STU08384,91.66,5.81,3.48,80.21,91.47,Medium,99.3,Placed
STU08385,66.09,4.41,3.03,73.81,54.95,High,84.31,Placed
STU08386,76.14,7.86,3.57,83.18,71.49,High,90.82,Placed
STU08387,96.95,5.72,3.48,79.35,88.87,Medium,96.66,Placed
STU08388,69.33,1.12,2.64,82.74,50.0,Medium,74.05,Placed
STU08389,80.59,7.63,3.63,81.63,84.19,Medium,90.14,Placed
STU08390,58.88,7.59,3.19,72.88,60.17,Medium,95.15,Placed
STU08391,81.06,2.49,2.91,82.87,68.45,Medium,86.14,Placed
STU08392,58.85,9.61,3.72,81.79,69.87,High,100.0,Placed
STU08393,96.25,3.02,2.99,79.87,84.87,Medium,88.1,Placed
STU08394,85.77,5.12,3.27,82.67,80.94,Low,85.56,Placed
STU08395,88.89,2.03,2.85,73.92,69.79,Medium,73.94,Placed
STU08396,85.28,6.43,3.56,77.87,74.3,High,97.75,Placed
STU08397,80.36,4.38,3.21,78.24,73.4,High,84.06,Placed
STU08398,74.35,4.18,2.91,69.06,56.56,Low,88.48,Placed
STU08399,91.91,8.44,3.67,83.94,100.0,Medium,99.45,Placed
STU08400,96.14,1.09,3.01,79.98,78.35,Low,83.36,Placed
STU08401,76.46,8.18,3.46,90.06,85.77,High,99.08,Placed
STU08402,95.06,6.14,3.64,78.22,83.66,High,89.17,Placed
STU08403,80.08,9.87,3.91,85.7,90.83,High,93.92,Placed
STU08404,78.15,6.3,3.39,78.08,72.44,Low,95.44,Placed
STU08405,74.54,1.5,2.84,75.46,60.02,High,79.23,Placed
STU08406,64.0,1.46,2.88,67.0,50.0,Low,71.66,Placed
STU08407,55.16,8.95,3.17,73.45,65.47,Medium,98.64,Placed
STU08408,65.38,8.57,3.66,75.51,64.75,Low,100.0,Placed
STU08409,76.92,4.11,3.0,68.78,67.91,Low,79.66,Placed
STU08410,71.34,6.56,3.46,78.24,61.89,High,83.07,Placed
STU08411,74.28,5.41,3.32,88.18,81.13,Low,93.85,Placed
STU08412,97.17,9.7,4.0,89.74,100.0,Medium,100.0,Placed
STU08413,70.06,9.55,3.78,85.64,79.73,High,98.19,Placed
STU08414,74.44,9.85,3.71,91.27,88.18,High,100.0,Placed
STU08415,60.74,8.8,3.62,85.36,62.19,Medium,100.0,Placed
STU08416,57.06,9.19,3.5,84.41,63.52,Low,97.84,Placed
STU08417,88.34,2.96,2.98,73.44,77.73,High,83.65,Placed
STU08418,79.54,8.48,3.64,80.54,85.04,Medium,95.88,Placed
STU08419,87.71,7.38,3.82,79.33,82.99,Medium,92.49,Placed
STU08420,61.44,9.67,3.86,83.34,77.04,Medium,100.0,Placed
STU08421,79.59,6.14,3.19,76.83,78.91,Medium,90.48,Placed
STU08422,65.91,1.77,2.6,72.89,56.06,Medium,61.77,Placed
STU08423,64.81,6.38,3.12,77.29,68.31,High,83.07,Placed
STU08424,55.5,7.18,2.94,73.45,56.85,High,85.39,Placed
STU08425,60.6,2.98,2.63,66.99,51.98,High,79.88,Placed
STU08426,68.3,4.55,2.83,75.97,52.14,High,74.8,Placed
STU08427,60.03,6.39,2.87,71.97,59.12,High,84.89,Placed
STU08428,97.39,4.37,3.25,80.75,84.54,Medium,95.91,Placed
STU08429,68.27,4.37,2.78,63.75,66.5,High,81.84,Placed
STU08430,60.6,2.2,2.39,70.38,53.15,Medium,73.96,Placed
STU08431,63.56,9.47,3.42,84.83,69.74,Medium,97.87,Placed
STU08432,80.27,7.75,3.56,85.79,77.84,High,100.0,Placed
STU08433,57.75,1.01,2.16,64.95,52.08,Low,68.84,Not Placed
STU08434,92.08,7.89,3.87,91.03,90.58,High,98.39,Placed
STU08435,96.34,7.66,3.93,80.83,95.74,High,100.0,Placed
STU08436,65.61,1.09,2.44,68.79,55.46,Low,78.17,Placed
STU08437,74.35,4.33,2.98,74.78,66.99,Medium,85.45,Placed
STU08438,55.95,6.46,3.02,81.41,58.23,Low,88.4,Placed
STU08439,82.55,5.07,3.12,67.38,74.37,High,92.28,Placed
STU08440,72.8,8.0,3.42,75.75,74.19,Medium,92.6,Placed
STU08441,66.61,4.83,3.08,85.69,63.63,Medium,69.44,Placed
STU08442,63.89,2.38,2.3,55.47,50.0,Low,75.03,Placed
STU08443,83.12,9.79,3.95,91.51,88.69,High,100.0,Placed
STU08444,72.9,3.18,2.77,69.76,66.09,Low,75.96,Placed
STU08445,62.73,7.46,3.4,82.07,70.1,Medium,92.57,Placed
STU08446,84.63,2.29,2.65,78.86,78.04,Medium,82.36,Placed
STU08447,79.3,3.96,3.04,77.89,75.35,Medium,85.55,Placed
STU08448,91.92,4.98,3.43,88.3,85.92,Low,96.6,Placed
STU08449,60.05,2.73,2.27,64.83,51.4,Medium,74.55,Placed
STU08450,88.78,5.05,3.18,76.34,78.44,High,86.11,Placed
STU08451,83.96,2.41,2.86,78.23,72.43,Medium,81.95,Placed
STU08452,59.95,6.03,3.13,75.37,62.99,Medium,90.21,Placed
STU08453,84.88,6.97,3.6,86.15,81.58,Medium,97.11,Placed
STU08454,73.99,1.56,2.68,78.06,53.67,High,73.75,Placed
STU08455,95.63,8.84,3.85,90.53,97.71,High,98.31,Placed
STU08456,61.09,2.67,2.33,60.04,58.81,Medium,70.94,Placed
STU08457,82.64,3.03,2.96,73.77,70.86,High,83.22,Placed
STU08458,71.43,6.95,3.18,79.57,73.17,Medium,93.95,Placed
STU08459,96.14,5.22,3.35,78.92,90.11,Medium,75.75,Placed
STU08460,69.19,5.49,3.25,79.42,69.72,Medium,84.84,Placed
STU08461,96.37,2.15,3.05,78.04,80.05,High,71.82,Placed
STU08462,93.76,8.25,3.81,83.07,94.51,Medium,97.1,Placed
STU08463,66.63,6.55,3.13,76.57,64.91,Medium,86.37,Placed
STU08464,89.55,2.22,3.02,70.33,79.33,Low,80.37,Placed
STU08465,97.81,4.37,3.4,78.46,83.78,Low,88.7,Placed
STU08466,65.86,8.29,3.3,71.96,82.01,Medium,100.0,Placed
STU08467,73.78,6.12,2.98,76.36,73.3,Low,88.91,Placed
STU08468,77.37,1.98,2.99,74.91,63.14,Low,82.04,Placed
STU08469,67.68,4.35,2.74,68.24,66.77,High,73.95,Placed
STU08470,55.66,3.18,2.64,80.63,50.0,High,76.11,Placed
STU08471,64.47,5.66,3.29,78.28,66.99,Medium,83.82,Placed
STU08472,67.12,8.59,3.57,84.24,75.16,High,100.0,Placed
STU08473,74.07,4.93,3.01,72.93,71.5,High,85.21,Placed
STU08474,62.36,4.9,2.71,70.41,55.48,Medium,80.16,Placed
STU08475,92.55,9.15,3.79,87.16,92.33,Medium,100.0,Placed
STU08476,85.31,6.19,3.51,80.51,70.81,Medium,91.17,Placed
STU08477,58.66,6.1,3.26,79.16,57.47,Low,96.48,Placed
STU08478,82.95,3.36,2.94,79.3,68.38,High,87.7,Placed
STU08479,83.11,6.47,3.38,78.01,76.89,Medium,88.6,Placed
STU08480,96.12,6.18,3.72,78.03,89.75,High,100.0,Placed
STU08481,55.13,4.57,2.66,64.29,53.2,Medium,81.3,Placed
STU08482,65.66,9.92,3.76,92.35,80.28,Medium,100.0,Placed
STU08483,94.9,8.94,4.0,92.66,100.0,Medium,100.0,Placed
STU08484,95.08,7.75,3.78,88.6,98.21,Medium,90.32,Placed
STU08485,85.99,5.84,3.41,78.77,85.45,High,88.11,Placed
STU08486,87.93,5.16,3.61,76.62,82.47,High,93.48,Placed
STU08487,58.93,2.66,2.62,70.08,50.47,Low,75.1,Placed
STU08488,77.1,3.75,3.13,77.13,73.51,Low,89.22,Placed
STU08489,64.96,7.97,3.28,73.72,75.02,High,91.76,Placed
STU08490,62.79,5.08,3.12,70.08,51.59,Medium,86.96,Placed
STU08491,89.84,8.94,4.0,79.35,92.66,High,100.0,Placed
STU08492,60.81,2.33,2.29,70.73,50.0,Medium,64.89,Not Placed
STU08493,75.15,5.58,3.29,73.51,60.91,Medium,91.06,Placed
STU08494,95.36,6.82,3.63,85.07,88.7,Low,96.5,Placed
STU08495,62.99,5.65,2.81,71.74,61.58,High,74.75,Placed
STU08496,97.05,9.0,4.0,90.95,97.11,Low,90.66,Placed
STU08497,97.75,9.91,4.0,89.68,92.27,Low,100.0,Placed
STU08498,78.89,2.04,2.76,71.99,68.89,Low,82.86,Placed
STU08499,62.32,2.17,2.49,70.58,50.0,High,87.87,Placed
STU08500,68.59,2.17,2.56,70.11,59.33,Low,65.79,Placed
STU08501,73.25,7.13,3.79,82.38,70.92,High,100.0,Placed
STU08502,68.3,4.35,2.75,77.9,59.72,Low,87.02,Placed
STU08503,67.07,7.6,3.53,80.21,74.06,Medium,92.55,Placed
STU08504,96.81,4.65,3.4,80.39,84.3,High,97.73,Placed
STU08505,61.59,6.65,3.04,69.44,65.24,High,91.06,Placed
STU08506,86.53,7.93,3.73,86.13,89.68,High,97.02,Placed
STU08507,55.02,5.93,2.76,70.02,50.0,Low,75.53,Placed
STU08508,80.64,5.86,3.25,76.6,79.94,High,89.71,Placed
STU08509,94.39,1.79,2.93,70.94,70.27,Low,78.07,Placed
STU08510,67.38,4.7,2.73,72.17,56.33,Medium,92.91,Placed
STU08511,62.98,5.91,3.16,67.86,58.76,Medium,83.67,Placed
STU08512,83.02,5.16,3.12,80.91,81.78,Low,82.13,Placed
STU08513,85.64,9.11,3.68,84.0,81.23,High,97.49,Placed
STU08514,84.59,9.16,3.73,82.43,94.05,High,100.0,Placed
STU08515,68.73,8.4,3.87,78.66,77.21,High,94.71,Placed
STU08516,65.84,4.38,2.6,73.34,61.25,Medium,86.27,Placed
STU08517,96.1,7.46,3.88,83.33,95.73,Medium,90.88,Placed
STU08518,94.7,4.56,3.24,85.43,82.69,High,88.69,Placed
STU08519,74.66,3.09,2.78,75.81,68.11,Medium,79.49,Placed
STU08520,91.39,4.09,3.32,87.56,77.81,Medium,82.92,Placed
STU08521,74.45,1.64,2.7,73.03,50.0,Low,78.82,Placed
STU08522,73.25,3.99,2.84,79.52,65.09,Medium,77.42,Placed
STU08523,61.74,5.15,2.74,75.25,64.64,Medium,74.66,Placed
STU08524,73.34,9.6,3.88,84.34,85.42,High,100.0,Placed
STU08525,78.11,3.82,3.08,77.87,79.84,Low,78.83,Placed
STU08526,55.97,9.12,3.42,76.81,65.62,High,98.69,Placed
STU08527,74.1,3.06,2.89,84.98,62.49,High,78.56,Placed
STU08528,88.6,2.72,2.92,74.53,72.63,Low,87.46,Placed
STU08529,84.24,5.67,3.24,79.01,74.75,High,87.15,Placed
STU08530,82.31,7.05,3.54,84.47,79.17,Medium,95.92,Placed
STU08531,94.11,1.4,2.95,69.96,68.25,Medium,71.48,Placed
STU08532,55.78,2.99,2.58,77.58,50.0,High,74.66,Placed
STU08533,78.95,5.1,3.28,74.18,69.98,Medium,83.4,Placed
STU08534,88.86,3.98,3.07,70.53,78.16,Low,89.54,Placed
STU08535,78.28,7.41,3.77,84.45,83.65,High,93.77,Placed
STU08536,68.93,5.6,3.07,70.47,63.49,High,83.68,Placed
STU08537,60.86,2.44,2.51,77.95,50.0,Low,76.5,Placed
STU08538,93.17,9.05,3.81,84.53,100.0,Low,97.6,Placed
STU08539,75.24,3.64,2.89,58.63,58.12,High,88.27,Placed
STU08540,92.76,7.58,3.86,87.3,90.97,Medium,100.0,Placed
STU08541,80.19,8.02,3.77,88.01,88.95,Medium,94.25,Placed
STU08542,83.99,9.67,4.0,85.89,86.95,Low,100.0,Placed
STU08543,89.58,5.49,3.49,75.16,73.93,Low,86.7,Placed
STU08544,83.34,6.54,3.52,81.76,91.54,High,91.53,Placed
STU08545,72.12,4.01,2.87,71.99,69.53,Medium,85.15,Placed
STU08546,77.09,7.1,3.37,75.59,82.96,Low,93.63,Placed
STU08547,89.53,5.17,3.51,76.85,81.6,Medium,91.31,Placed
STU08548,71.07,4.94,3.2,79.18,70.51,Medium,92.36,Placed
STU08549,71.69,8.7,3.47,86.14,63.51,Medium,100.0,Placed
STU08550,59.11,1.45,2.46,71.86,50.0,Medium,72.79,Not Placed
STU08551,94.33,8.94,4.0,79.36,100.0,High,99.7,Placed
STU08552,58.91,8.67,3.27,82.28,59.76,Low,95.01,Placed
STU08553,82.87,5.56,3.41,84.76,75.97,Low,85.15,Placed
STU08554,72.77,5.41,3.0,82.92,71.37,Medium,89.71,Placed
STU08555,72.44,4.26,2.61,66.58,61.02,High,78.68,Placed
STU08556,84.22,9.95,3.98,87.49,92.26,Medium,99.18,Placed
STU08557,57.89,2.0,2.46,72.32,50.0,Medium,80.28,Placed
STU08558,80.53,6.31,3.39,78.01,80.17,Low,91.43,Placed
STU08559,88.2,7.14,4.0,90.76,84.56,Low,95.53,Placed
STU08560,90.61,9.41,4.0,87.88,90.74,High,100.0,Placed
STU08561,62.33,8.02,3.41,76.69,71.31,Low,100.0,Placed
STU08562,93.59,6.79,3.74,81.04,92.29,Medium,86.53,Placed
STU08563,83.21,2.05,2.74,79.12,69.47,Medium,82.04,Placed
STU08564,92.92,4.36,3.44,76.27,83.11,Low,88.89,Placed
STU08565,75.87,2.25,2.78,67.52,64.48,Medium,82.15,Placed
STU08566,78.31,8.93,3.81,87.46,89.7,High,100.0,Placed
STU08567,94.52,7.75,3.74,84.68,95.71,High,99.75,Placed
STU08568,93.7,7.82,3.59,76.56,94.0,Medium,95.05,Placed
STU08569,74.27,6.87,3.32,77.24,71.87,High,96.9,Placed
STU08570,66.8,5.56,3.13,73.46,73.45,Low,84.06,Placed
STU08571,71.91,2.35,2.61,68.16,52.84,Medium,80.97,Placed
STU08572,71.67,3.97,2.96,88.19,63.02,Medium,83.47,Placed
STU08573,67.34,2.23,2.56,69.21,52.51,Medium,78.85,Placed
STU08574,66.55,7.52,3.44,76.89,59.85,High,89.42,Placed
STU08575,92.03,2.44,2.85,84.31,78.07,Low,80.5,Placed
STU08576,58.0,7.32,3.25,83.4,62.14,Medium,94.77,Placed
STU08577,84.14,7.23,3.5,85.63,84.19,High,100.0,Placed
STU08578,62.43,5.13,,68.54,59.27,Low,86.01,Placed
STU08579,69.81,2.22,2.6,77.22,62.02,Low,72.54,Placed
STU08580,57.65,3.83,2.92,79.12,57.91,Medium,78.72,Placed
STU08581,66.61,3.88,2.61,72.09,53.32,High,82.69,Placed
STU08582,88.04,7.3,3.68,75.63,97.94,Medium,93.75,Placed
STU08583,93.06,2.02,3.07,76.73,74.07,Medium,77.14,Placed
STU08584,64.53,8.46,3.83,94.64,75.53,High,95.95,Placed
STU08585,74.93,7.85,3.48,82.83,79.58,Low,96.14,Placed
STU08586,75.22,2.68,2.69,70.34,63.84,Medium,78.3,Placed
STU08587,92.56,7.47,3.58,81.87,94.81,Medium,94.16,Placed
STU08588,87.8,7.02,3.79,84.69,94.2,Medium,100.0,Placed
STU08589,77.06,7.73,3.44,77.23,84.51,Medium,97.68,Placed
STU08590,83.84,2.7,2.86,74.08,68.71,Medium,87.76,Placed
STU08591,91.44,2.42,2.71,79.7,74.9,Low,77.56,Placed
STU08592,55.41,3.13,2.68,78.84,50.0,Medium,74.42,Placed
STU08593,72.32,4.29,3.15,74.06,70.03,Low,80.14,Placed
STU08594,94.01,8.14,4.0,94.38,98.18,Medium,100.0,Placed
STU08595,86.83,7.64,3.46,85.3,85.34,Low,98.63,Placed
STU08596,78.34,9.33,3.92,90.15,93.62,Low,100.0,Placed
STU08597,77.77,1.53,2.39,70.9,68.25,High,76.29,Placed
STU08598,69.95,1.1,2.47,65.03,65.22,Medium,78.96,Placed
STU08599,77.38,7.29,3.54,80.4,74.04,High,90.9,Placed
STU08600,83.18,3.51,3.07,81.02,71.48,Low,77.24,Placed
STU08601,72.99,4.01,3.03,70.28,64.23,Medium,88.01,Placed
STU08602,85.71,5.92,3.42,75.87,96.95,Low,92.41,Placed
STU08603,92.03,1.92,2.62,73.02,74.45,Low,76.71,Placed
STU08604,61.65,6.78,3.27,75.32,72.26,Medium,94.78,Placed
STU08605,74.42,3.93,2.97,79.76,72.52,Medium,74.92,Placed
STU08606,72.54,6.69,3.21,74.71,72.62,Low,92.66,Placed
STU08607,84.56,8.51,3.56,83.93,88.5,Medium,98.5,Placed
STU08608,65.74,2.54,2.85,75.82,58.35,Low,80.87,Placed
STU08609,82.53,9.38,4.0,85.59,96.71,Medium,98.98,Placed
STU08610,92.73,5.78,3.61,82.16,85.48,Medium,93.09,Placed
STU08611,72.98,9.31,3.64,80.27,78.25,Medium,97.59,Placed
STU08612,94.17,2.87,2.72,72.49,84.54,Medium,83.11,Placed
STU08613,97.71,6.44,3.8,80.75,85.61,High,95.41,Placed
STU08614,59.56,4.63,2.89,73.61,58.07,Medium,80.21,Placed
STU08615,65.02,7.97,3.36,84.11,77.28,Medium,89.63,Placed
STU08616,95.87,6.45,3.82,80.21,93.63,Medium,100.0,Placed
STU08617,96.21,5.45,3.64,81.22,84.92,Medium,97.19,Placed
STU08618,59.2,9.22,3.55,85.15,64.0,High,100.0,Placed
STU08619,55.64,4.39,2.75,62.6,59.82,Low,79.67,Placed
STU08620,61.93,2.98,2.63,80.88,52.43,High,72.23,Placed
STU08621,97.83,6.47,3.79,90.71,87.27,Medium,95.22,Placed
STU08622,62.74,6.62,3.05,68.97,71.87,High,85.29,Placed
STU08623,76.61,4.95,3.21,67.95,75.95,High,83.82,Placed
STU08624,91.48,5.38,3.29,79.64,78.01,High,91.04,Placed
STU08625,55.88,9.64,3.73,79.21,83.7,Medium,100.0,Placed
STU08626,80.99,7.59,3.68,89.01,79.33,Medium,99.09,Placed
STU08627,66.91,2.0,2.45,71.37,59.22,Medium,74.05,Placed
STU08628,92.08,2.91,3.08,77.57,89.31,Low,85.72,Placed
STU08629,67.19,9.78,3.6,80.31,83.42,High,99.39,Placed
STU08630,84.53,7.54,3.87,94.49,86.79,High,100.0,Placed
STU08631,83.99,9.24,4.0,91.77,81.31,High,100.0,Placed
STU08632,64.52,3.73,2.88,77.61,70.07,Medium,78.15,Placed
STU08633,56.5,7.68,3.48,87.79,68.42,Medium,100.0,Placed
STU08634,72.6,7.43,3.48,76.61,66.87,Low,100.0,Placed
STU08635,67.44,3.65,2.92,81.51,69.17,Medium,84.18,Placed
STU08636,89.79,5.96,3.67,82.77,85.07,Medium,100.0,Placed
STU08637,89.42,6.65,3.59,84.72,84.81,High,95.94,Placed
STU08638,74.65,5.33,3.18,77.38,67.28,High,90.7,Placed
STU08639,81.08,8.44,3.87,77.09,86.22,High,100.0,Placed
STU08640,80.98,8.5,3.84,90.82,90.12,High,100.0,Placed
STU08641,90.57,8.66,3.79,76.4,90.45,Medium,100.0,Placed
STU08642,73.28,8.23,3.26,74.24,79.08,Medium,96.13,Placed
STU08643,66.84,5.39,3.04,74.16,84.94,Medium,80.9,Placed
STU08644,66.4,4.43,2.6,61.39,64.27,Low,82.37,Placed
STU08645,78.06,8.48,3.54,77.03,88.69,High,96.18,Placed
STU08646,74.31,5.41,3.05,77.77,64.94,Medium,83.5,Placed
STU08647,73.93,3.22,2.76,71.34,55.65,High,83.85,Placed
STU08648,58.92,5.57,3.09,75.78,67.62,Medium,82.38,Placed
STU08649,85.9,2.28,3.04,71.85,77.62,High,78.55,Placed
STU08650,64.19,7.22,3.37,80.71,78.31,Low,87.85,Placed
STU08651,63.47,4.02,2.9,73.18,57.37,Medium,80.04,Placed
STU08652,72.75,3.35,2.94,67.09,70.76,High,93.07,Placed
STU08653,64.79,9.61,3.29,78.46,60.34,Medium,93.28,Placed
STU08654,80.11,7.99,3.65,77.61,86.31,Medium,96.75,Placed
STU08655,70.97,8.08,3.26,83.58,82.23,Medium,100.0,Placed
STU08656,74.3,6.61,3.43,79.24,70.15,High,94.75,Placed
STU08657,78.1,8.55,3.39,93.29,89.47,High,95.32,Placed
STU08658,63.75,7.83,3.35,85.08,68.42,Medium,90.74,Placed
STU08659,61.7,6.39,3.22,77.94,63.05,High,93.31,Placed
STU08660,92.86,9.65,3.92,89.97,96.69,High,100.0,Placed
STU08661,73.65,2.72,2.91,64.44,71.58,Low,90.4,Placed
STU08662,72.72,9.49,3.84,90.9,78.92,Medium,100.0,Placed
STU08663,56.53,4.61,2.85,70.06,50.6,High,91.15,Placed
STU08664,76.41,5.76,3.36,80.82,68.25,Medium,94.54,Placed
STU08665,78.83,2.1,2.69,68.69,62.17,Medium,80.5,Placed
STU08666,79.03,5.86,3.34,76.94,76.98,Medium,89.3,Placed
STU08667,85.4,6.5,3.51,81.19,86.66,Medium,90.78,Placed
STU08668,62.63,9.98,3.68,84.6,70.52,High,100.0,Placed
STU08669,65.85,9.78,3.6,83.11,79.24,Medium,100.0,Placed
STU08670,89.86,9.7,3.87,86.38,99.65,High,100.0,Placed
STU08671,95.73,4.14,3.26,70.94,78.39,Medium,76.5,Placed
STU08672,60.85,9.92,3.59,94.77,73.82,Medium,94.32,Placed
STU08673,76.4,5.1,3.05,77.76,70.91,Medium,85.03,Placed
STU08674,64.21,8.67,3.64,85.88,72.81,High,100.0,Placed
STU08675,57.58,2.95,2.38,66.86,50.0,Low,73.55,Not Placed
STU08676,69.0,5.55,3.09,72.73,66.04,Medium,84.51,Placed
STU08677,61.18,9.69,3.8,86.32,73.21,Medium,97.43,Placed
STU08678,85.53,9.52,4.0,89.45,100.0,High,100.0,Placed
STU08679,77.95,7.15,3.67,90.61,79.09,Medium,96.55,Placed
STU08680,61.18,8.18,3.31,90.06,76.52,Low,100.0,Placed
STU08681,55.4,2.59,2.59,78.43,55.57,High,69.54,Placed
STU08682,89.75,7.49,3.56,73.9,81.37,Low,99.06,Placed
STU08683,62.58,6.56,3.13,75.28,63.0,Medium,92.18,Placed
STU08684,81.07,1.82,2.71,74.23,73.82,High,80.01,Placed
STU08685,69.49,2.02,2.51,68.1,57.73,Low,78.26,Placed
STU08686,80.18,1.98,2.69,72.12,64.37,Low,73.36,Placed
STU08687,68.57,7.52,3.33,69.26,76.92,Low,92.46,Placed
STU08688,58.74,2.28,2.33,72.47,55.22,High,73.63,Placed
STU08689,64.59,5.21,3.13,68.17,62.12,High,81.69,Placed
STU08690,63.09,4.21,2.8,65.75,56.44,Medium,86.59,Placed
STU08691,73.4,5.95,3.27,74.22,57.41,Medium,77.28,Placed
STU08692,83.31,7.36,3.63,83.05,84.0,High,90.18,Placed
STU08693,66.34,7.16,3.33,71.82,67.28,Medium,84.21,Placed
STU08694,55.52,5.64,2.94,70.01,50.3,Low,91.2,Placed
STU08695,77.31,5.18,3.14,83.43,71.16,Low,87.84,Placed
STU08696,81.05,4.58,3.37,79.82,71.07,High,85.15,Placed
STU08697,96.4,8.76,4.0,90.17,99.41,High,100.0,Placed
STU08698,80.35,3.98,3.05,70.47,69.54,Low,84.82,Placed
STU08699,75.26,3.33,2.81,73.47,67.89,Low,73.59,Placed
STU08700,79.66,7.69,3.58,82.29,82.84,Medium,96.91,Placed
STU08701,94.9,4.24,3.37,76.49,91.27,Medium,94.14,Placed
STU08702,90.62,8.62,4.0,87.74,90.16,Medium,100.0,Placed
STU08703,68.89,3.95,2.67,62.58,72.64,Low,83.87,Placed
STU08704,65.2,7.32,3.42,83.29,75.52,Medium,95.17,Placed
STU08705,66.29,1.41,2.62,69.49,61.17,Low,78.68,Placed
STU08706,76.69,4.47,2.85,72.89,71.28,Low,85.95,Placed
STU08707,86.99,4.09,3.14,81.95,75.17,Medium,78.97,Placed
STU08708,76.64,8.35,3.49,84.07,78.13,Medium,92.06,Placed
STU08709,57.92,9.7,3.64,82.07,80.96,High,100.0,Placed
STU08710,86.11,5.15,3.26,73.54,85.91,Medium,84.55,Placed
STU08711,89.66,8.42,3.84,92.71,85.95,Medium,95.11,Placed
STU08712,67.45,7.3,3.29,72.84,76.72,Medium,98.99,Placed
STU08713,83.56,9.71,4.0,91.15,86.01,High,100.0,Placed
STU08714,73.34,8.3,3.63,75.57,80.52,Medium,97.57,Placed
STU08715,93.23,1.7,2.94,79.84,79.63,Low,71.76,Placed
STU08716,91.34,7.42,3.76,90.14,99.08,Medium,95.17,Placed
STU08717,77.59,5.82,3.37,70.91,75.96,High,88.65,Placed
STU08718,84.73,1.15,2.65,74.09,65.43,High,69.31,Placed
STU08719,92.98,3.26,3.39,82.5,79.44,Medium,79.34,Placed
STU08720,76.32,9.3,3.6,86.76,90.34,Medium,100.0,Placed
STU08721,68.47,9.33,3.42,82.85,82.51,High,100.0,Placed
STU08722,87.41,8.19,3.52,77.41,89.4,High,96.04,Placed
STU08723,64.46,9.84,3.38,79.48,64.9,High,91.84,Placed
STU08724,71.71,8.26,3.67,92.31,62.54,High,89.55,Placed
STU08725,92.23,1.09,2.88,69.02,73.41,Medium,73.72,Placed
STU08726,86.15,3.59,3.26,80.76,67.6,High,73.53,Placed
STU08727,72.36,1.28,2.37,74.18,53.54,Medium,68.97,Placed
STU08728,64.23,1.85,2.6,66.27,50.57,Medium,64.61,Placed
STU08729,70.31,2.97,2.76,66.02,72.61,Medium,78.05,Placed
STU08730,67.22,5.53,3.11,71.03,66.1,Medium,88.18,Placed
STU08731,62.57,8.63,3.58,84.89,75.26,High,97.09,Placed
STU08732,86.96,8.76,3.75,78.68,93.87,High,100.0,Placed
STU08733,65.84,6.55,3.61,82.61,52.78,Medium,93.14,Placed
STU08734,74.53,9.35,3.97,94.51,80.29,Medium,100.0,Placed
STU08735,71.59,5.5,3.07,76.57,61.46,Medium,88.17,Placed
STU08736,97.23,9.0,3.9,82.85,100.0,High,100.0,Placed
STU08737,71.82,5.09,3.08,77.55,56.8,Low,77.17,Placed
STU08738,58.44,3.5,2.68,71.79,50.0,Medium,73.36,Placed
STU08739,58.86,9.25,3.68,86.42,68.27,High,98.86,Placed
STU08740,80.4,4.49,2.95,83.55,66.88,Low,91.54,Placed
STU08741,80.77,5.53,3.33,81.99,76.82,High,88.21,Placed
STU08742,73.01,3.96,2.71,82.69,65.03,Medium,76.62,Placed
STU08743,73.57,6.97,3.46,83.84,75.73,High,96.6,Placed
STU08744,57.32,9.96,3.59,79.21,73.74,High,100.0,Placed
STU08745,77.21,1.23,2.88,86.04,61.88,High,72.45,Placed
STU08746,76.7,9.1,3.53,81.78,85.94,Low,95.09,Placed
STU08747,61.43,1.04,2.53,65.11,53.92,Medium,80.87,Placed
STU08748,59.47,4.28,2.53,81.96,50.0,Low,85.08,Placed
STU08749,60.31,2.52,2.33,64.33,55.0,Medium,80.95,Placed
STU08750,59.34,7.82,3.06,72.87,59.65,Medium,95.95,Placed
STU08751,81.22,1.46,2.72,69.93,60.49,Low,70.88,Placed
STU08752,63.45,5.98,2.92,75.9,64.43,Medium,86.03,Placed
STU08753,65.81,3.65,2.58,75.65,61.08,Low,72.83,Not Placed
STU08754,62.46,2.2,2.55,57.33,54.75,High,79.76,Placed
STU08755,96.19,7.95,3.95,92.06,90.12,Medium,97.7,Placed
STU08756,91.75,2.96,3.08,74.14,87.06,Low,73.11,Placed
